app_ref,council_id,lat,lng,applicant1,applicant2,applicant3,received_date,decision_date,address1,address2,address3,address4,decision,status,details,url,tweet_id
2037/11,3,53.3752602,-6.1958945,,,,2011-01-17,2011-01-20,"310, Howth Road, Dublin 5",,,,N,0,One and a half storey 2 bed dwelling to rear of existing house,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2037/11,1
2038/11,3,,,,,,2011-01-17,2011-03-07,"Finglas Rear, Bargaintown, North Road, Finglas, Dublin 11",,,,C,9,Change of use from display of motor vehicles to vehicle service centre,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2038/11,1
2039/11,3,53.332802,-6.257229,,,,2011-01-18,2011-03-08,"St. Finian's Church/ 24, Adelaide Road, Dublin 2",,,,C,9,"PROTECTED STRUCTURE-Demolition, refurbishment & construction works",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2039/11,1
2040/11,3,,,,,,2011-01-18,2011-03-07,"12, Elgin Road Ballsbridge Dublin 4",,,,R,9,PROTECTED STRUCTURE: Demolition of associated out-building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2040/11,1
2041/11,3,,,,,,2011-01-18,2011-01-26,"7no. Buildings mainly on River Road & Astown Road, Rathborne, Ashtown, Dublin 15",,,,N,0,Erection of 8no. communal TV satellite receiver dishes,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2041/11,1
2043/11,3,53.3183683,-6.2114577,,,,2011-01-18,2011-03-14,"20, Merrion Road, Dublin 4",,,,C,9,Material change of use from car showroom to office use,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2043/11,1
2044/11,3,53.3508556,-6.2847078,,,,2011-01-18,2011-03-08,"16, Sitric Road, Dublin 7",,,,C,9,Erection of a single storey flat roof bathroom in the rear yard,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2044/11,1
2045/11,3,53.3667321,-6.211266,,,,2011-01-18,2011-03-10,"65, The Stiles Road, Clontarf, Dublin 3",,,,C,9,"For the demolition of existing part single,part 2-storey extension",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2045/11,1
2046/11,3,53.3507244,-6.2550989,,,,2011-01-18,2011-03-14,"15, Talbot Street, Dublin 1",,,,N,2,PROTECTED STRUCTURE-Change of use from retail/commercial use to a restaurant,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2046/11,1
2047/11,3,53.3195162,-6.2152851,,,,2011-01-18,2011-02-23,"7B, Merrion View Avenue, Dublin 4",,,,N,0,First floor extension over the existing ground floor extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2047/11,1
2048/11,3,53.3693564,-6.2032051,,,,2011-01-18,2011-03-14,"142, Castle Avenue, Clontarf, Dublin 3",,,,C,9,Demolish rear extension & outhouse & construct single storey extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2048/11,1
2049/11,3,,,,,,2011-01-18,2011-03-07,"25, Wellington Lane, Ballsbridge, Dublin 4",,,,R,9,New two storey detached dwelling to rear of existing coach house / mews,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2049/11,1
2051/11,3,53.3416425,-6.2728254,,,,2011-01-19,2011-03-08,"5, Saint Nicholas Place, Dublin 8",,,,C,9,New lean-to roof and flat roof over existing extension with new rooflights.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2051/11,1
2052/11,3,53.3379132,-6.265964,,,,2011-01-19,2011-03-07,"11-12, Redmond's Hill, Dublin 2",,,,C,9,Change of use from retail/office to medical practice at 1st floor level,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2052/11,1
2053/11,3,,,,,,2011-01-19,2011-03-15,"Rear of 17, Anglesea Road, Dublin 4",,,,C,9,"Construct detached part 2 storey over basement dwelling, including replacement",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2053/11,1
2054/11,3,,,,,,2011-01-19,2011-03-08,"6, Station Square, Main Street, Clongriffin, Dublin 13",,,,C,9,"Telecommunictaions base station site comprsing antennas, link dishes, ancillary",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2054/11,1
2055/11,3,53.3304916,-6.3034712,,,,2011-01-19,2011-01-21,"40, Brickfield Drive, Drimnagh, Dublin 12",,,,N,0,Attic conversion with dormer roof to rear & roof light to front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2055/11,1
2056/11,3,53.3922332,-6.1836528,,,,2011-01-19,2011-03-08,"33, Limewood Park, Dublin 5",,,,R,9,Partial demolition of dwelling & erect 2 storey & single storey extensions,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2056/11,1
2057/11,3,53.3671937,-6.1945877,,,,2011-01-20,2011-01-25,"Bedford Lodge, Mount Prospect Avenue, Clontarf, Dublin 3",,,,N,0,PROTECTED STRUCTURE - A Temporary wooden garden shed.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2057/11,1
2058/11,3,53.3496674,-6.2608658,,,,2011-01-20,2011-03-16,"68-69, O'Connell Street Upper, & 31-33, Henry Street, Dublin 1",,,,N,2,"PROTECTED STRUCTURE-Demolition, restoration & refurbishment works",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2058/11,1
2059/11,3,53.3851369,-6.1953958,,,,2011-01-20,2011-03-15,"17, Ennel Drive, Artane, Dublin 5",,,,C,9,Single storey front extension & 2 storey rear extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2059/11,1
2060/11,3,53.3557226,-6.2386827,,,,2011-01-20,2011-02-28,"55, West Road, East Wall, Dublin 3",,,,C,9,Demolish single storey rear extension & erect 2 storey extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2060/11,1
2061/11,3,53.3494245,-6.262414,,,,2011-01-20,2011-03-15,"45, Henry Street, Dublin 1",,,,C,9,Replacement of existing signage lettering and logo within the existing shop,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2061/11,1
2063/11,3,53.3232488,-6.2499141,,,,2011-01-20,2011-03-15,"Sandford Park School, Sandford Road, Ranelagh, Dublin 6",,,,C,9,PROTECTED STRUCTURE - One additional CCTV camera at the rear boundary,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2063/11,1
2064/11,3,,,,,,2011-01-21,2011-01-26,"77, St. Magdalen Terrace, Stella Gardens, Irishtown, Dublin 4",,,,N,0,Construction of new 2 storey flat roofed extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2064/11,1
2065/11,3,,,,,,2011-01-21,2011-03-15,"Lansdowne FC Clubhouse, Lansdowne Road, Ballasbridge, Dublin 4",,,,C,9,Installation of 2 illuminated signs on clubhouse south-east facing facades,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2065/11,1
2066/11,3,53.3261897,-6.2559028,,,,2011-01-21,2011-01-26,"26-36, Ranelagh, Dublin 6",,,,N,0,Change of existing part 1st & 2nd floor from Class 2(c) to Class 11(e),http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2066/11,1
2067/11,3,53.3577041,-6.2600186,,,,2011-01-21,2011-03-15,"Gardiner Street Primary School, 76, Gardiner Street Upper, Dublin 1",,,,C,9,PROTECTED STRUCTURE-Construct new double glazed main entrance porch,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2067/11,1
2068/11,3,53.3846882,-6.2864225,,,,2011-01-24,2011-04-04,"Johnstown Park, Glasanaon Road, Finglas, Dublin 11",,,,C,9,Construction of a sports changing facility,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2068/11,1
2069/11,3,53.3748638,-6.3188079,,,,2011-01-24,2011-03-10,"117, Ashington Rise, Dublin 7",,,,C,9,Alterations to existing attic conversion to storage area,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2069/11,1
2070/11,3,53.3236839,-6.2508625,,,,2011-01-24,2011-01-31,"113-115, Ranelagh, Ranelagh, Dublin 6",,,,N,0,Alterations to the existing shopfront to provide for a new glazed shopfront,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2070/11,1
2071/11,3,53.3517112,-6.2344891,,,,2011-01-24,2011-03-02,"29, Church Road, East Wall, Dublin 3",,,,C,9,First floor and roof storage loft extension ot rear and internal alterations.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2071/11,1
2072/11,3,,,,,,2011-01-24,2011-03-15,"Saint Laurence O'Toole GAA Club, Blunden Drive, Ayrfield, Dublin 13",,,,C,9,RETENTION - 24.4M floodlight slim line monopole carrying 3 antennae associated,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2072/11,1
2073/11,3,53.3435303,-6.2625637,,,,2011-01-24,2011-03-16,"9-17, St Andrews Lane, Dublin 2",,,,N,2,Demolition of existing two storey theatre & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2073/11,1
2075/11,3,53.3835743,-6.2234496,,,,2011-01-24,2011-03-16,"30, Elm Mount Crescent, Beaumont, Dublin 9",,,,C,9,"To construct single storey extension to rear and side, new porch to front.",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2075/11,1
2076/11,3,53.3225648,-6.2580495,,,,2011-01-24,2011-03-15,"14, Charleston Avenue, Ranelagh, Dublin 6",,,,C,9,PROTECTED STRUCTURE - renovation and extension of their existing residence,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2076/11,1
2077/11,3,,,,,,2011-01-24,2011-03-11,"52, Belgrove Lawn, Chapelizod, Dublin 20",,,,C,9,RETENTION - existing ground floor bathroom and the extended first floor bedroom,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2077/11,1
2078/11,3,53.349942,-6.2834838,,,,2011-01-25,2011-03-21,"49A - 51, Arbour Hill, Dublin 7",,,,C,9,Demolition of existing vacant 2-storey office building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2078/11,1
2079/11,3,,,,,,2011-01-25,2011-02-24,"Beshoff Bros, 75, Mespil Road, Dublin 4",,,,N,0,"Removal of existing signage and fascia, erection of new shopfront fascia,",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2079/11,1
2080/11,3,53.3729845,-6.2096173,,,,2011-01-25,2011-03-18,"60, Collins Avenue East, Dublin 5",,,,C,9,Two storey flat roof bedroom / bathroom extension with an adjoining single,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2080/11,1
2081/11,3,53.3623847,-6.2589053,,,,2011-01-25,2011-03-02,"18, Drumcondra Road Lower, Drumcondra, Dublin 9",,,,C,9,Alterations to previously approved plans for restaurant Ref: 5572/06,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2081/11,1
2082/11,3,53.3769552,-6.2543395,,,,2011-01-25,2011-03-15,"303, Griffith Avenue, Drumcondra, Dublin 9",,,,C,9,Demolition of an existing single storey flat roof kitchen & garage,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2082/11,1
2083/11,3,53.3414928,-6.2816292,,,,2011-01-25,2011-03-16,"17B, Earl Street South, Dublin 8",,,,N,2,New brick boundary wall with pedestrian and vehicular access gates as per their,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2083/11,1
2084/11,3,,,,,,2011-01-25,2011-02-16,"Site At Junction Of, Balfe Road, Drimnagh Road, And Walkinstown Road, Dublin 12",,,,N,0,Demolition of existing 2no. bank buildings & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2084/11,1
2086/11,3,53.3418819,-6.2276687,,,,2011-01-26,2011-03-07,"36-46, Thorncastle Street, Ringsend, Dublin 4",,,,R,9,Change of use of existing warehouse to stand alone communications hub,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2086/11,1
2087/11,3,53.3448099,-6.3533626,,,,2011-01-26,2011-03-16,"108, Le Fanu Road, Ballyfermot, Dublin 10",,,,C,9,Proposed single storey porch/living room with bay window extension,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2087/11,1
2088/11,3,53.3277413,-6.2513817,,,,2011-01-26,2011-02-01,"50, Leeson Park, Ranelagh, Dublin 6",,,,N,0,PROTECTED STRUCTURE - Construction of a new storey above of same design bedroom,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2088/11,1
2089/11,3,,,,,,2011-01-26,2011-02-18,"12, Greenmount Lawns, Off Greenmount Road, Terenure, Dublin 6",,,,N,0,new dormer window and new velux rooflight on front elevation,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2089/11,1
2090/11,3,53.3854742,-6.1633852,,,,2011-01-26,2011-03-15,"73, Briarfield Road, Kilbarrack, Dublin 5",,,,C,9,construction of a 29sqm single storey ground floor extension with 5 no. velux,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2090/11,1
2095/11,3,,,,,,2011-01-28,2011-02-22,"Twilfit House, Jervis Street, Dublin 1",,,,N,0,For 3 new signs at Twilfit House,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2095/11,1
2096/11,3,53.3779898,-6.2616484,,,,2011-01-28,2011-03-22,"388, Griffith Avenue, Dublin 9",,,,C,9,Removal of existing single storey roof at side & other works,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2096/11,1
2097/11,3,53.3354618,-6.2922773,,,,2011-01-28,2011-03-22,"23, Haroldville Avenue, Dublin 8",,,,C,9,A new two storey extension to the rear & side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2097/11,1
2099/11,3,53.3595528,-6.1935855,,,,2011-01-28,2011-03-23,"61, Clontarf Park, Clontarf, Dublin 3",,,,C,9,To extend the bathroom to the side & rear at first floor level,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2099/11,1
2101/11,3,53.3451592,-6.2658341,,,,2011-01-28,2011-02-03,"11, Essex Street East, Dublin 2",,,,N,0,Change of use of existing ground floor premises from shop to restaurant,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2101/11,1
2102/11,3,53.3400671,-6.222001,,,,2011-01-28,2011-03-22,"2, Strasburg Terrace, Irishtown, Dublin 4",,,,C,9,The construction of a first floor extension (24.3m2) over existing ground floor,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2102/11,1
2103/11,3,53.3640955,-6.3057775,,,,2011-01-31,2011-03-25,"98, Navan Road, Dublin 7",,,,C,9,Two storey extension to side of existing house.  Single storey extension to rear,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2103/11,1
2104/11,3,,,,,,2011-01-31,2011-03-25,"Bon Secours Hospital, Glasnevin, Dublin 9",,,,C,9,second floor level extension on roof over existing x-ray department,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2104/11,1
2106/11,3,53.3537223,-6.2494708,,,,2011-01-31,2011-03-23,"12, Buckingham Street Lower, Dublin 1",,,,C,9,PROTECTED STRUCTURE-Change of use from one dwelling to 2no. artists studio,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2106/11,1
2107/11,3,,,,,,2011-01-31,2011-03-25,"Former Veterinary College Site, Shelbourne Road, Ballsbridge, Dublin 4",,,,C,9,RETENTION - Temporary overflow carpark for the storage of vehicles,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2107/11,1
2108/11,3,53.3257383,-6.3073726,,,,2011-01-31,2011-03-23,"8, Raleigh Square, Crumlin, Dublin 12",,,,R,9,Detached two storey house with shared entrance to side.,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2108/11,1
2750/10,3,53.3313402,-6.3464952,,,,2010-05-07,2011-02-04,"487, Bluebell Avenue, Bluebell, Dublin 12",,,,C,9,Widening & re-positioning of existing vehicular access,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2750/10,1
2855/10,3,53.3433004,-6.2820532,,,,2010-05-24,2011-02-08,"22-23, Thomas Street, Dublin 8",,,,C,9,PROTECTED STRUCTURE - Change of use of a hostel into office space,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=2855/10,1
3412/10,3,53.3353441,-6.2774596,,,,2010-08-16,2011-02-03,"27, Hammond Street, Dublin 8",,,,C,9,"New 1st floor extension over existing ground floor, full width to the rear",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3412/10,1
3530/10,3,53.3226482,-6.2643435,,,,2010-09-06,2011-01-31,"15, Castlewood Avenue, Rathmines, Dublin 6",,,,C,9,PROTECTED STRUCTURE - Restoration of use from multiple dwelling to single,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3530/10,1
3566/10,3,53.386738,-6.2494168,,,,2010-09-10,2011-01-19,"216, Larkhill Road, Whitehall, Dublin 9",,,,C,9,Proposed two storey extension with single storey bay window extension to side,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3566/10,1
3573/10,3,,,,,,2010-09-10,2011-02-25,"Stanhope Street Convent Primary School, Manor Street, Dublin 7 (Bounded by Kirwan Street and Grangegorman Lower)",,,,C,9,PROTECTED STRUCTURE-Construct new 3 storey primary school building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3573/10,1
3932/10,3,,,,,,2010-11-10,2011-02-04,"'Durney House' 76, Tyrconnell Road, Inchicore, Dublin 8",,,,C,9,Construction of a two storey office building containing 3no. offices,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3932/10,1
3987/10,3,,,,,,2010-11-18,2011-02-21,"Unit 16, Northern Cross Business Park, Finglas, Dublin 11",,,,C,9,Change of use from office to retail at ground floor level,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=3987/10,1
4001/10,3,53.3587131,-6.2502584,,,,2010-11-19,2011-02-08,"Century House, Richmond Industrial Estate, 8 Richmond Street North, Dublin 1",,,,C,9,Temporary partial change of use from industrial to recreational/cultural use,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=4001/10,1
4745/05/x1,3,53.3909107,-6.2463869,,,,2011-01-17,2011-03-07,"290, Swords Road, Dublin 9",,,,R,9,Extension of Duration-Complete construction of 3 storey apartment building,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=4745/05/x1,1
5552/05/x1,3,53.3234384,-6.2741509,,,,2011-01-26,2011-03-21,"80, Grosvenor Square, Dublin 6",,,,C,9,PROTECTED STRUCTURE - new 2 storey one bedroom mews house dwelling to Grosvenor,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=5552/05/x1,1
5616/05/x1,3,53.3385637,-6.2624454,,,,2011-01-12,2011-02-01,"25 (part of) to 31 York Street & Proud's Lane, Dublin 2",,,,C,9,"Construction of a new building on the 1,024 sq. metre site at No",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=5616/05/x1,1
5655/05/x1,3,53.3291188,-6.2464114,,,,2011-01-06,2011-02-23,"81, Leeson Street Upper, Dublin 4",,,,C,9,PROTECTED STRUCTURE - vehicular access for one off-street car parking space,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=5655/05/x1,1
WEB1001/11,3,53.3221742,-6.3240477,,,,2011-01-05,2011-01-11,"1A, Hughes Road South, Walkinstown, Dublin 12",,,,N,0,Construction of single storey extension with lean to roof to side of dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1001/11,1
WEB1002/11,3,53.3221742,-6.3240477,,,,2011-01-05,2011-02-24,"1A, Hughes Road South, Walkinstown, Dublin 12",,,,C,9,Construction of single storey extension with lean to roof to side of dwelling,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1002/11,1
WEB1003/11,3,53.375508,-6.1639174,,,,2011-01-05,2011-03-01,"34, The Grove, Bettyglen, Raheny, Dublin 5",,,,C,9,Proposed Conversion of attic to storage space incorporating new dormer window,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1003/11,1
WEB1004/11,3,53.3089572,-6.2650062,,,,2011-01-10,2011-03-01,"20, Saint Kevin's Park, Dartry, Dublin 6",,,,C,9,"Alterations to the Granted Application (WEB1151/10,Decision Order P2336) for the",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1004/11,1
WEB1005/11,3,53.3688831,-6.2383848,,,,2011-01-10,2011-01-13,"34, Philipsburgh Terrace, Marino, Dublin 3",,,,N,0,construction of a new vehicular access and all associated site and landscape,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1005/11,1
WEB1006/11,3,53.3829272,-6.3055876,,,,2011-01-11,2011-02-24,"14a, Dunsink Green, Finglas, Dublin 11",,,,C,9,"A single storey extension to side of dwelling, including relocation of entrance",http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1006/11,1
WEB1007/11,3,53.3705966,-6.302274,,,,2011-01-11,2011-03-01,"21, Ventry Park, Dublin 7",,,,C,9,A 2 storey extension to rear of existing dwelling including new kitchen/dining a,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1007/11,1
WEB1008/11,3,53.3402804,-6.2769431,,,,2011-01-14,2011-03-02,"14a, Park Terrace, The Coombe, Dublin 8",,,,C,9,Alterations to previously granted permission Ref 5893/07; Window at 1F to front,http://www.dublincity.ie/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=WEB1008/11,1
